I'm on the bus ????????????,0
When is the Chanukah party,0
???? ?????,0
Ok,0
I'm at school ??????????,0
Love you,0
I'm on the bus ????????????,0
I'm at school ??????????,0
Love you!!,0
I'm at school ??????????,0
Love you,0
I'm on the bus ????????????,0
I'm at school,0
Love you,0
Yay Marc!!!!!,0
That's my nephew!,0
TODAY,0
Hey ben,0
Hey Tom,0
Fhn,0
Hey Ben,0
Hey,0
Hey,0
Hey,0
Nice,0
WTF,0
When u get home early u bake or chill. Never hike!!!!,0
Marc is awesome,0
Dessert looks gorgeous,0
22-Jul-16,0
??? ???,0
Thanks,0
"I got to the third city and there is a sniper rifle for like 78,000",0
And we where let out early??,0
I'm coming,0
Gruahko also,0
How many are we,0
?,0
22-Jul-16,0
??? ???,0
Thanks,0
"I got to the third city and there is a sniper rifle for like 78,000",0
And we where let out early??,0
I'm coming,0
Gruahko also,0
How many are we,0
?,0
23-Dec-16,0
Hey ben,0
Hey Tom,0
Hey,0
Nice,0
Hola,0
Fuck,1
Shit,0
Hello,0
Whats up,0
Whats up,0
You are a dush,0
I hate u.,0
I'm on the bus ????????????,0
I'm at school ??????????,0
Love you!!,0
????,0
Where's Waldo,0
That would be Julia,0
You should download R2D2 sounds into him and make him play it every ~5 seconds,0
Yes,0
Or play it when you push the button or when you show it a different color or when it detects the beacon,0
What's the beacon,0
??,0
Infrared beacon,0
The remote,0
O,0
If you press the biggest button at the top of the remote then it turns into a beacon,0
I'll watch the movie again and let you know how often he makes his sounds,0
I think it's every ~5-10 seconds,0
It's just the demo program I was to lazy in that moment to write a program and upload it,0
K,0
Start convincing your parents that you should be able to bring the computer next week,0
Already started,0
And how is it going?,0
I can bring it next week!????????,0
Yay,0
Yea,0
Yea,0
Ok,0
So I hope you will have the program ready by computers class,0
Gn,0
9-Oct-16,0
?? ?? ?? ????? ?? ??? ????,0
Amit I realized my shot looks really cool in slo-mo ??????,0
7-Jul-16,0
21-Jul-16,0
Thank you,0
11-Sep-16,0
Should we get u some borekas for lunch?,0
No,0
Is this dark ones?,0
Perfect,0
Could we maybe do it at 3,0
It's the best time for me today,0
K??,0
Let me know,0
If not then let's do it tomorrow at like 1,0
Fast!!!!,0
If yes wana get pizza and French fries for lunch there?,0
Be sure,0
Let me know!!!!,0
Vehemently,0
Oops,0
Come on!!!!!!,0
Where are you,0
????,0
Answer,0
!!!!!!!,0
Shalom!!!!!!!!!,0
Answer!!!!!!!!!!!!!,0
When later?,0
Idk tganks,0
Could we maybe do it at 3,0
It's the best time for me today,0
K??,0
Let me know,0
If not then let's do it tomorrow at like 1,0
But Wake up on time tomorrow,0
Fat asshole,0
In the building,0
K,0
So cute!!,0
Where was that pic taken? I don't recognize,0
But it's not in kbm,0
The first thing Eli said was. Wow ur tall!,0
Where was that pic taken? I don't recognize,0
Daniellr how is zalmy doing????,0
Sorry sent that already,0
IKEA much funnier,0
