I want to live too,0
We need to figure out where we're picking u up from,0
You gotta watch what you say on the internet cuz everyone can see what a freak you are. It self destruction.,3
Shalom!!!!!!!!!,0
I am awesome and you are just awe struck.,0
"""I also am going through depression (3rd year now...yaay!) and also a ton of self-hatred.""",0
"""I don?? wanna do this shit anymore""",3
Once,0
K,0
Bring the cups baby I could bring the drink. Bring your body baby I could bring you fame.,1
Yay,0
"""Imprisoned by a selfish bitch. Fuck you I'm leaving you my life sentence is served bitch.""",3
"""And she'll never fucking know that these fucking eyes that I'm staring at.""",0
How was the fast for you?,0
Women should be very afraid for their rights if Trump gets in and the GOP retains control of Congress. We will have lost our all the progress we've made for equal rights that we've suffered for since 1920.,0
So I hope you will have the program ready by computers class,0
She's sleeping,0
We want to work on something for school,0
"""Prick you really feeling that bullshit?""",3
"""It?? like I checked into rehab and baby you??e my disease.""",2
??,0
How's Dina,0
cuz u cant lose what u don&rsquo;t have!,0
Idk when,0
I tested positive 4 sexy.,1
who the fcuk thought that a 5-day anime convention in the ballsack of los angeles was a god damn good idea,3
Come on!!!!!!,0
Yes,0
She is a dumb ass fuck and she is on drugs!!,3
IKEA much funnier,0
Why can't you post the whole video. It's a pain in the ass trying to find it elsewhere.,3
"""Since cats first got their adorable claws into us about 9500 years ago humans have had a love affair with felines.""",0
"""Seventeen shots no 38. I&rsquo;m like yeah she&rsquo;s fine wonder when she&rsquo;ll be mine.""",0
"""Best to take bags into Maalon then elevator then drag into apartment""",0
????,0
??,0
I pissed myself laughing when you fell of a cliff!,1
I?? not the only one who knows your secret.,0
She?? a shameless moron who talks about swallowing cum in her song.,3
"""She choosin that's her decision free my niggas in prison.""",3
"""Mommy I just found out that the little boy next door has a penis like a peanut.""",3
My blood type is baller- and This is why Im hot.,2
Now I hear the same music on my laptop and phone and it touches my soul just as much.,0
"""I be balling on these niggas got me feeling like sports dash got so much wood I could build me a fort.""",3
L,0
Btw shalom thanks for getting us/me to watch this,0
11-Sep-16,0
What's the beacon,0
?,0
"""All you see is Remy Boyz you know my niggas everywhere.""",3
That you recognized it's a bigger problem than most people will ever admit is wonderful.. Thank you.,0
Amazing!!! Tysm. Pls make sure apartment door is closed,0
But 1 thing u will never loose is ur good looks.,0
Eli can shlep,0
"""Don?? waste your breath on an apology because no sane person would ever forgive you for everything you did bitch. Go suck a dick.""",3
"""She was so cute when she had long brown hair now she looks like a hooker.""",3
And I told him and jo said I shouldn't say things like that to people,0
Be strong.,0
Love you,0
?,0
K,0
"""wow damn! What a fucking disgrace. She is one ugly alienesque weirdo. She walks like her legs are elastic bands I&rsquo;ve seen red light hookers with a lot more grace.""",3
"""This hot weather is making you soft Whitney.""",0
"""An unbroken front of snarled and ragged jungle fringed the shore. He saw no sign of a trail through the closely knit web of weeds and trees; it was easier to go along the shore and Rainsford floundered along by the water.""",0
"""Good why?""",0
"""Rummage through the shit and try to salvage something to see if you can save any of it""",3
How many are we,0
That flat ass should not be wearing that ... I have more ass then her.,3
It is so nice,0
I am also the opposite of what you are like.,0
Fine,0
Cool,0
Tell him,0
"""Nonsense"""" laughed Rainsford.""",0
"""A small glittering object not far away caught Rainsford's eye and he picked it up. It was an empty cartridge.""",0
If not then let's do it tomorrow at like 1,0
"""These girls they down to fuck they drank got them feelin' theyself. This night life shit ain&rsquo;t new to me all the bad bitches get loose with me.""",3
Hello,0
Aliens are coming to abduct all the good looking sexy ass people!,1
Where was that pic taken? I don't recognize,0
Should we get u some borekas for lunch?,0
Wear your helmet and run like hell champ!,0
Damn u,0
WTF,0
"""Hey now hey now this is what freaks are made of.""",2
Now I smoke all day,0
Love you,0
K,0
Your entire arsenal is not enough to fuck with one round.,3
Gn,0
But it's not in kbm,0
Ur dad said that he might make u go to school for the morning and then he will pick u up,0
K??,0
We want to live,0
I used to work with men who I'm sure love Trump.,0
K,0
"""I just had sex and it felt so good it did indeed she let me put my penis inside her.""",3
??,0
Fuck you,3
Feed em the same shit that you made me eat.,3
The only problem is that you were using me in a different,0
Dies seem nice,0
Fuck you,3
Yet there's still a lot we don't know about our feline friends??ncluding what they think of their owners.,0
"""I ain't worried 'bout a feature ass nigga man I swear you getting peed on.""",3
And we where let out early??,0
Is this dark ones?,0
Make sure you let me know if you end up going somewhere,0
What did you want?,0
Vehemently,0
I accidentally ordered u ??????,0
!,0
I had a check up 2 day.,0
If you are send pic,0
And why does she keep grabbing her crotch?,3
"""You're a big-game hunter not a philosopher.""",0
!!!!!!!,0
"""Got a blunt in my dental blowin hemp in a rental. On my way to Sacramento late night Arsenio. I'm never sentimental go hard or go homeless.""",3
I hope you rot in hell where you belong.,3
We already have planz,0
So cute!!,0
????,0
I'm at school ??????????,0
How r u,0
?,0
"""I don't fuck with local hoes I told you that.""",3
Are you up??,0
"""I got to the third city and there is a sniper rifle for like 78000""",0
"""And that's my motherfucking words too just let me motherfucking love you.""",3
"""I smoke twenty smell the weed I got hunnies in my V""",3
We love this goat!!!,0
Hey Ben,0
Gruahko also,0
Soon just benched,0
"""The fact is cats are completely unaware of their own cuteness which is precisely what makes them so frigging adorable.""",0
Kk,0
K,0
Yea,0
Don't tell no one cool?,0
!,0
"""Hurry and tag as many as u can! No tagbacks.""",0
Where was that pic taken? I don't recognize,0
What ever,0
"""I got robins on my jeans you see the wings on every pair.""",0
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0
Let me know when you get to shalom,0
Love you,0
When u guys coming back?,0
"""Aside from how ridiculous Miley was who the fuck was that blonde moron who introduced her? That was even more uncomfortable than the actual performance.""",3
The lyrics for The Parting Glass are extremely vague after-all.,0
Tzer,0
Hey ben,0
A survey stated that 99% of all homos check their messages with their thumbs.,0
But ok,0
Come on,0
"""Imagine the heights of amazingness it would be to fuck that girl's ass right up the pooper!!!""",3
Man I don't give a fuck about you or anything that you do.,3
"""Take ur miserable idiotic self out of this world and do everyone a favor.""",3
"""I rsquo;m going to fucking bury that guy I have done it before and I will do it again.""",3
"""And I emptied out my cards too now I'm fucking leaning on that.""",3
"""??an?? let one drop go to waste you??e metaphorical gin and juice.?""",3
"""I can't see how billy-ray cyrus is proud of his girl constantly acting like a stripper in front of millions plus totally nude doing perverted shit on the cover of magazines.""",3
"""But I've already wasted over half of my life I would've laid down and died for you I no longer cry for you.""",3
"""Don't you niggas play dumb you know where we came from.""",3
Fuck you,3
Shit,2
I wanna choke you every time you walk into the room.,3
"""Just pour me up the shots that cheap shit makes me sick.""",3
You know it's stuff like this that really fucks up your emotions.,3
"""Somebody come get her she?? drinking all the liquor.""",2
Fuck,3
You are fucked and you are fucking us.,3
"""I?? SO FUCKING PISSED! I lost 3 hoes today 1 at the strip club 1 at the corner and WHERE THE FUCK R U""",3
Someday u may lose ur hair.u may lose ur teeth- ur money & even lose ur mind.,3
"""Ain't too many things I ain't done yet I'm the king of this shit crowned by the toilet.""",2
"""I bet you are some man hoe that likes this because you are a rapist. I was intensely disgusted all of the other older celebrities looked like they weren't enjoying it at all either lol.""",3
In 2009 the government will start killing all mentally challenged people.,3
"""First let me hop out the motherfucking porsche""",3
Fuck u,3
Two sms fuck,3
You need to have a nice long talk with my fist homo.,3
Don?? try to change now you HOMO!,3
You have a look in your eye like you haven&rsquo;t been fucked in a year.,3
